job_id,titre,secteur,localisation,type_contrat,groupe_contrat,entreprise,type_entreprise,poste,date_publication,description,profil,competences,localisation_norm,text_profile
JOB250001040,SUPERVISEUR RECEPTION,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-06 00:00:00,,,,brazzaville,SUPERVISEUR RECEPTION Hôtellerie - Restauration
JOB250001041,Technicien climatisation,"Industrie, Production & Maintenance",BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-06 00:00:00,,,,brazzaville,"Technicien climatisation Industrie, Production & Maintenance"
JOB250001042,AGENT DE SECURITE,"Sécurité, Sûreté & Défense",BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-06 00:00:00,,,,brazzaville,"AGENT DE SECURITE Sécurité, Sûreté & Défense"
JOB250001043,Technicien cuisine & Blanchisserie,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-06 00:00:00,,,,brazzaville,Technicien cuisine & Blanchisserie Hôtellerie - Restauration
JOB250001044,CONCIERGE,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-06 00:00:00,,,,brazzaville,CONCIERGE Hôtellerie - Restauration
JOB250001045,Réceptionniste,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-06 00:00:00,,,,brazzaville,Réceptionniste Hôtellerie - Restauration
JOB250001046,SUPERVISEUR BLANCHISSERIE,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-06 00:00:00,,,,brazzaville,SUPERVISEUR BLANCHISSERIE Hôtellerie - Restauration
JOB250001048,Technicien piscine,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-07 00:00:00,,,,brazzaville,Technicien piscine Hôtellerie - Restauration
JOB250001050,Technicien chaudière,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-07 00:00:00,,,,brazzaville,Technicien chaudière Hôtellerie - Restauration
JOB250001051,OPERATEUR VIDEOSURVEILLANCE,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-07 00:00:00,,,,brazzaville,OPERATEUR VIDEOSURVEILLANCE Hôtellerie - Restauration
JOB250001052,REPASSEUR,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-07 00:00:00,,,,brazzaville,REPASSEUR Hôtellerie - Restauration
JOB250001053,Peintre,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-07 00:00:00,,,,brazzaville,Peintre Hôtellerie - Restauration
JOB250001054,CHARGE DE L'HEBERGEMENT DES EMPLOYES,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-07 00:00:00,,,,brazzaville,CHARGE DE L'HEBERGEMENT DES EMPLOYES Hôtellerie - Restauration
JOB250001055,Polisseur,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-07 00:00:00,,,,brazzaville,Polisseur Hôtellerie - Restauration
JOB250001056,Superviseur Réservations,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-07 00:00:00,,,,brazzaville,Superviseur Réservations Hôtellerie - Restauration
JOB250001057,Spa Thérapeute,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-07 00:00:00,,,,brazzaville,Spa Thérapeute Hôtellerie - Restauration
JOB250001058,RESPONSABLE BAGAGISTE,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-07 00:00:00,,,,brazzaville,RESPONSABLE BAGAGISTE Hôtellerie - Restauration
JOB250001059,Maçon,"Bâtiment, Travaux Publics & Aménagement du Territoire",BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-07 00:00:00,,,,brazzaville,"Maçon Bâtiment, Travaux Publics & Aménagement du Territoire"
JOB250001060,SUPERVISEUR DES ESPACES PUBLICS,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-07 00:00:00,,,,brazzaville,SUPERVISEUR DES ESPACES PUBLICS Hôtellerie - Restauration
JOB250001061,SUPERVISEUR DES JARDINIERS,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-07 00:00:00,,,,brazzaville,SUPERVISEUR DES JARDINIERS Hôtellerie - Restauration
JOB250001062,COUTURIER,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-07 00:00:00,,,,brazzaville,COUTURIER Hôtellerie - Restauration
JOB250001064,SUPERVISEUR DU CREDIT,"Finance, Banque, Assurance, Comptabilité & Fiscalité",BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-07 00:00:00,,,,brazzaville,"SUPERVISEUR DU CREDIT Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250001065,EMPLOYER AUX COMPTES CLIENTS,"Finance, Banque, Assurance, Comptabilité & Fiscalité",BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-07 00:00:00,,,,brazzaville,"EMPLOYER AUX COMPTES CLIENTS Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250001066,COORDINATEUR ACHATS,"Transport, Logistique & Supply Chain",BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-07 00:00:00,,,,brazzaville,"COORDINATEUR ACHATS Transport, Logistique & Supply Chain"
JOB250001067,EMPLOYER MAGASIN,"Commerce, Vente, Marketing & Distribution",BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-07 00:00:00,,,,brazzaville,"EMPLOYER MAGASIN Commerce, Vente, Marketing & Distribution"
JOB250001068,MAGASINIER,"Transport, Logistique & Supply Chain",BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-07 00:00:00,,,,brazzaville,"MAGASINIER Transport, Logistique & Supply Chain"
JOB250001069,EMPLOYÉ RÉCEPTION DES MARCHANDISES,"Transport, Logistique & Supply Chain",BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-07 00:00:00,,,,brazzaville,"EMPLOYÉ RÉCEPTION DES MARCHANDISES Transport, Logistique & Supply Chain"
JOB250001070,RESPONSABLE FORMATION,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-07 00:00:00,,,,brazzaville,"RESPONSABLE FORMATION Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001071,INFIRMIER,"Santé, Pharmacie & Recherche Scientifique",BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-07 00:00:00,,,,brazzaville,"INFIRMIER Santé, Pharmacie & Recherche Scientifique"
JOB250001072,CHARGÉ DES RELATIONS GOUVERNEMENTALES,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-07 00:00:00,,,,brazzaville,"CHARGÉ DES RELATIONS GOUVERNEMENTALES Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001073,COORDINATEUR RESSOURCES HUMAINES,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-07 00:00:00,,,,brazzaville,"COORDINATEUR RESSOURCES HUMAINES Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001075,CHEF DE PARTIE,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-08 00:00:00,,,,brazzaville,CHEF DE PARTIE Hôtellerie - Restauration
JOB250001076,COORDINATEUR TECHNIQUE,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-08 00:00:00,,,,brazzaville,COORDINATEUR TECHNIQUE Hôtellerie - Restauration
JOB250001077,RÉCEPTIONNISTE SPA,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-08 00:00:00,,,,brazzaville,RÉCEPTIONNISTE SPA Hôtellerie - Restauration
JOB250001078,VALET DE CHAMBRE,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-08 00:00:00,,,,brazzaville,VALET DE CHAMBRE Hôtellerie - Restauration
JOB250001079,BOUCHER,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-08 00:00:00,,,,brazzaville,BOUCHER Hôtellerie - Restauration
JOB250001080,BAGAGISTE,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-08 00:00:00,,,,brazzaville,BAGAGISTE Hôtellerie - Restauration
JOB250001081,SUPERVISEUR TECHNIQUE,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-08 00:00:00,,,,brazzaville,SUPERVISEUR TECHNIQUE Hôtellerie - Restauration
JOB250001082,ANIMATEUR CLUB ENFANTS,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-08 00:00:00,,,,brazzaville,ANIMATEUR CLUB ENFANTS Hôtellerie - Restauration
JOB250001083,AGENT DE RESERVATION,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-08 00:00:00,,,,brazzaville,AGENT DE RESERVATION Hôtellerie - Restauration
JOB250001084,AGENT NETTOYAGE PISCINE,Nettoyage & Blanchisserie,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-08 00:00:00,,,,brazzaville,AGENT NETTOYAGE PISCINE Nettoyage & Blanchisserie
JOB250001086,AGENT D’ENTRETIEN DES PARTIES COMMUNES,Nettoyage & Blanchisserie,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-08 00:00:00,,,,brazzaville,AGENT D’ENTRETIEN DES PARTIES COMMUNES Nettoyage & Blanchisserie
JOB250001087,TECHNICIEN,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-08 00:00:00,,,,brazzaville,TECHNICIEN Hôtellerie - Restauration
JOB250001088,Agent de Buanderie,Nettoyage & Blanchisserie,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-08 00:00:00,,,,brazzaville,Agent de Buanderie Nettoyage & Blanchisserie
JOB250001089,Electricien,"Énergie, Environnement & Eau",BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-08 00:00:00,,,,brazzaville,"Electricien Énergie, Environnement & Eau"
JOB250001090,Superviseur des Uniformes,Nettoyage & Blanchisserie,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-08 00:00:00,,,,brazzaville,Superviseur des Uniformes Nettoyage & Blanchisserie
JOB250001091,REPASSEUR,Nettoyage & Blanchisserie,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-08 00:00:00,,,,brazzaville,REPASSEUR Nettoyage & Blanchisserie
JOB250001092,Employé de Balanchissement,Nettoyage & Blanchisserie,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-08 00:00:00,,,,brazzaville,Employé de Balanchissement Nettoyage & Blanchisserie
JOB250001093,Representant Aéroport,"Tourisme, Loisirs & Voyages",BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-08 00:00:00,,,,brazzaville,"Representant Aéroport Tourisme, Loisirs & Voyages"
JOB250001094,Maître-nageur,"Tourisme, Loisirs & Voyages",BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-08 00:00:00,,,,brazzaville,"Maître-nageur Tourisme, Loisirs & Voyages"
JOB250001095,SERVEUR,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-08 00:00:00,,,,brazzaville,SERVEUR Hôtellerie - Restauration
JOB250001097,HOTE,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-08 00:00:00,,,,brazzaville,HOTE Hôtellerie - Restauration
JOB250001098,Representant Aéroport,"Tourisme, Loisirs & Voyages",BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-08 00:00:00,,,,brazzaville,"Representant Aéroport Tourisme, Loisirs & Voyages"
JOB250001099,PLOMBIER,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-09 00:00:00,,,,brazzaville,PLOMBIER Hôtellerie - Restauration
JOB250001100,Employé des Vestiares,Nettoyage & Blanchisserie,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-09 00:00:00,,,,brazzaville,Employé des Vestiares Nettoyage & Blanchisserie
JOB250001101,Agent de Buanderie,Nettoyage & Blanchisserie,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-09 00:00:00,,,,brazzaville,Agent de Buanderie Nettoyage & Blanchisserie
JOB250001102,Coordinateur Commerciale & Marketing,"Commerce, Vente, Marketing & Distribution",BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-09 00:00:00,,,,brazzaville,"Coordinateur Commerciale & Marketing Commerce, Vente, Marketing & Distribution"
JOB250001103,COORDINATEUR GROUPES & ÉVÉNEMENTS,"Communication, Médias & Événementiel",BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-09 00:00:00,,,,brazzaville,"COORDINATEUR GROUPES & ÉVÉNEMENTS Communication, Médias & Événementiel"
JOB250001104,SUPERVISEUR DE CONTRÔLE DES COÛTS,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-09 00:00:00,,,,brazzaville,SUPERVISEUR DE CONTRÔLE DES COÛTS Hôtellerie - Restauration
JOB250001105,AUDITEUR DES REVENUS,"Finance, Banque, Assurance, Comptabilité & Fiscalité",BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-09 00:00:00,,,,brazzaville,"AUDITEUR DES REVENUS Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250001106,SUPERVISEUR DE LA PAIE,"Finance, Banque, Assurance, Comptabilité & Fiscalité",BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-09 00:00:00,,,,brazzaville,"SUPERVISEUR DE LA PAIE Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250001107,CAISSIER GENERAL,"Finance, Banque, Assurance, Comptabilité & Fiscalité",BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-09 00:00:00,,,,brazzaville,"CAISSIER GENERAL Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250001108,SUPERVISEUR COMPTES FOURNISSEURS,"Finance, Banque, Assurance, Comptabilité & Fiscalité",BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-09 00:00:00,,,,brazzaville,"SUPERVISEUR COMPTES FOURNISSEURS Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250001109,SUPERVISEUR COMPTES CLIENTS,"Finance, Banque, Assurance, Comptabilité & Fiscalité",BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-09 00:00:00,,,,brazzaville,"SUPERVISEUR COMPTES CLIENTS Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250001110,Chauffeur,"Transport, Logistique & Supply Chain",BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-09 00:00:00,,,,brazzaville,"Chauffeur Transport, Logistique & Supply Chain"
JOB250001176,Demi-chef de partie,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-19 00:00:00,,,,brazzaville,Demi-chef de partie Hôtellerie - Restauration
JOB250001184,Barman,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-21 00:00:00,,,,brazzaville,Barman Hôtellerie - Restauration
JOB250001185,Responsable de restaurant,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-21 00:00:00,,,,brazzaville,Responsable de restaurant Hôtellerie - Restauration
JOB250001187,Superviseur de banquet,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-21 00:00:00,,,,brazzaville,Superviseur de banquet Hôtellerie - Restauration
JOB250001189,Coordonnateur restauration,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-21 00:00:00,,,,brazzaville,Coordonnateur restauration Hôtellerie - Restauration
JOB250001279,Directeur Général,Gestion Administrative,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-30 00:00:00,,,,brazzaville,Directeur Général Gestion Administrative
JOB250001280,DIRECTEUR COMMERCIAL & MARKETING,"Commerce, Vente, Marketing & Distribution",BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-30 00:00:00,,,,brazzaville,"DIRECTEUR COMMERCIAL & MARKETING Commerce, Vente, Marketing & Distribution"
JOB250001281,DIRECTEUR FINANCIER,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-30 00:00:00,,,,brazzaville,DIRECTEUR FINANCIER Hôtellerie - Restauration
JOB250001282,DIRECTEUR COMMERCIAL & MARKETING,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-05-30 00:00:00,,,,brazzaville,DIRECTEUR COMMERCIAL & MARKETING Hôtellerie - Restauration
JOB250001288,DIRECTEUR DES REVENUS,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-06-02 00:00:00,,,,brazzaville,DIRECTEUR DES REVENUS Hôtellerie - Restauration
JOB250001289,ASSISTANT DE DIRECTION GÉNÉRALE,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-06-02 00:00:00,,,,brazzaville,ASSISTANT DE DIRECTION GÉNÉRALE Hôtellerie - Restauration
JOB250001290,DIRECTEUR DES REVENUS,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-06-02 00:00:00,,,,brazzaville,DIRECTEUR DES REVENUS Hôtellerie - Restauration
JOB250001291,DIRECTEUR D’HÔTEL,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-06-02 00:00:00,,,,brazzaville,DIRECTEUR D’HÔTEL Hôtellerie - Restauration
JOB250001292,DIRECTEUR DES RESSOURCES HUMAINES,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-06-02 00:00:00,,,,brazzaville,DIRECTEUR DES RESSOURCES HUMAINES Hôtellerie - Restauration
JOB250001293,DIRECTEUR TECHNIQUE,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-06-02 00:00:00,,,,brazzaville,DIRECTEUR TECHNIQUE Hôtellerie - Restauration
JOB250001294,DIRECTEURFORMATION & QUALITÉ,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-06-02 00:00:00,,,,brazzaville,DIRECTEURFORMATION & QUALITÉ Hôtellerie - Restauration
JOB250001444,RESPONSABLE HYGIÈNE,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-06-21 00:00:00,,,,brazzaville,RESPONSABLE HYGIÈNE Hôtellerie - Restauration
JOB250001445,ASSISTANT DU DIRECTEUR FINANCIER,Gestion Administrative,BRAZZAVILLE,CDI,Emploi Durable,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-06-21 00:00:00,,,,brazzaville,ASSISTANT DU DIRECTEUR FINANCIER Gestion Administrative
JOB250001446,RESPONSABLE DES ACHATS,"Transport, Logistique & Supply Chain",BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-06-21 00:00:00,,,,brazzaville,"RESPONSABLE DES ACHATS Transport, Logistique & Supply Chain"
JOB250001447,DIRECTEUR DES GROUPES ET ÉVÉNEMENTS,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-06-21 00:00:00,,,,brazzaville,DIRECTEUR DES GROUPES ET ÉVÉNEMENTS Hôtellerie - Restauration
JOB250001448,"DIRECTEURMARKETING, RELATIONS PUBLIQUES ET COMMUNICATION","Commerce, Vente, Marketing & Distribution",BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-06-21 00:00:00,,,,brazzaville,"DIRECTEURMARKETING, RELATIONS PUBLIQUES ET COMMUNICATION Commerce, Vente, Marketing & Distribution"
JOB250001449,RESPONSABLE RÉCEPTION,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-06-21 00:00:00,,,,brazzaville,RESPONSABLE RÉCEPTION Hôtellerie - Restauration
JOB250001450,RESPONSABLE E-COMMERCE,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-06-21 00:00:00,,,,brazzaville,RESPONSABLE E-COMMERCE Hôtellerie - Restauration
JOB250001451,CHEF EXÉCUTIF,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-06-21 00:00:00,,,,brazzaville,CHEF EXÉCUTIF Hôtellerie - Restauration
JOB250001452,DIRECTEUR DE LA RESTAURATION,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-06-21 00:00:00,,,,brazzaville,DIRECTEUR DE LA RESTAURATION Hôtellerie - Restauration
JOB250001453,RESPONSABLE RÉSERVATIONS,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-06-21 00:00:00,,,,brazzaville,RESPONSABLE RÉSERVATIONS Hôtellerie - Restauration
JOB250001454,Gouvernant Général,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-06-21 00:00:00,,,,brazzaville,Gouvernant Général Hôtellerie - Restauration
JOB250001455,RESPONSABLE SPA,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,AL OTHMAN REAL ESTATE GROUP,,1.0,2025-06-21 00:00:00,,,,brazzaville,RESPONSABLE SPA Hôtellerie - Restauration
